ああいえばこういう,アアイエバコウイウ
くうちゅうもとやチョップ,クウチュウモトヤチョップ
くうちゅうヨガ,クウチュウヨガ
くうちゅうリプライ,クウチュウリプライ
くうちゅうレストラン,クウチュウレストラン
くうちゅうワイヤレスマウス,クウチュウワイヤレスマウス
くうてい,クウテイ
くうていぶたい,クウテイブタイ
くうはくかん,クウハクカン
くうはくきかん,クウハクキカン
くうばく,クウバク
くうばくちょう,クウバクチョウ
くうふくダイエット,クウフクダイエット
くうぼう,クウボウ
くうりくうろん,クウリクウロン
くうロン,クウロン
くうをきる,クウヲキル
くえいじゅうたく,クエイジュウタク
クエストラン,クエストラン
くがくせい,クガクセイ
くがつき,クガツキ
くがつのたんじょうせき,クガツノタンジョウセキ
くがつふだ,クガツフダ
くきたちな,クキタチナ
くきわさび,クキワサビ
くぎに,クギニ
くぎバット,クギバット
くぎりうち,クギリウチ
くぎりせん,クギリセン
くぎりめ,クギリメ
くぎをさす,クギヲサス
ククク,ククク
ククリがたな,ククリガタナ
くくりきれない,ククリキレナイ
ククリとう,ククリトウ
くぐもった,クグモッタ
くぐもったこえ,クグモッタコエ
くぐらす,クグラス
くぐりど,クグリド
くけい,クケイ
くけいせんたく,クケイセンタク
くげんをていする,クゲンヲテイスル
クコのみ,クコノミ
くさ,クサ
クサい,クサイ
くさいめし,クサイメシ
くさかげんずい,クサカゲンズイ
くさかりば,クサカリバ
くさぐさの,クサグサノ
くさったみかん,クサッタミカン
くさのつゆしろし,クサノツユシロシ
くさはえた,クサハエタ
くさはえる,クサハエル
くさびがた,クサビガタ
くさびがたもじ,クサビガタモジ
くさふかひ,クサフカヒ
くさぼうぼう,クサボウボウ
くさもはえない,クサモハエナイ
くさらずに,クサラズニ
くさりきってる,クサリキッテル
くさる,クサル
くさるほどある,クサルホドアル
くさをうってへびをおどろかす,クサヲウッテヘビヲオドロカス
くさをはやす,クサヲハヤス
くしうち,クシウチ
くしカツや,クシカツヤ
くしじょう,クシジョウ
くしゃみはなみず,クシャミハナミズ
くしゃみはなみずはなづまり,クシャミハナミズハナヅマリ
くしろおき,クシロオキ
くじけず,クジケズ
くじけそう,クジケソウ
くじけない,クジケナイ
くじのほうこう,クジノホウコウ
くじゅうにみちた,クジュウニミチタ
くじゅうのいろ,クジュウノイロ
くじゅうのけつだん,クジュウノケツダン
くじゅうのせんたく,クジュウノセンタク
くじゅうをなめる,クジュウヲナメル
くじる,クジル
くすぶる,クスブル
くすりでちらす,クスリデチラス
くずごめ,クズゴメ
くずたたき,クズタタキ
クズて,クズテ
クズてつ,クズテツ
くずやさい,クズヤサイ
くずれぎみ,クズレギミ
くずれさる,クズレサル
クセジュ,クセジュ
くせっけ,クセッケ
くせんをしいられる,クセンヲシイラレル
くぜふくしょうてん,クゼフクショウテン
くそあつい,クソアツイ
クソガキ,クソガキ
クソくらえ,クソクラエ
クソコラ,クソコラ
クソじじい,クソジジイ
クソスレ,クソスレ
クソったれ,クソッタレ
クソネミ,クソネミ
くそばああ,クソバアア
クソババァ,クソババァ
くそばばあ,クソババア
クソビッチ,クソビッチ
クソフェス,クソフェス
くそみそにいう,クソミソニイウ
クソリプ,クソリプ
クソワロタ,クソワロタ
くだけた,クダケタ
くだけたいいかた,クダケタイイカタ
くださいませ,クダサイマセ
くだしあ,クダシア
くだす,クダス
くだらじん,クダラジン
くだらびと,クダラビト
くだりびん,クダリビン
くだりポン,クダリポン
くだをまく,クダヲマク
くだんの,クダンノ
くちかせ,クチカセ
くちからすなをはく,クチカラスナヲハク
くちがきけない,クチガキケナイ
くちがさけてもいえない,クチガサケテモイエナイ
くちがたつ,クチガタツ
くちくなる,クチクナル
くちぐちに,クチグチニ
くちげんか,クチゲンカ
くちこきゅう,クチコキュウ
くちさきばかり,クチサキバカリ
くちさけおんな,クチサケオンナ
くちすっぱく,クチスッパク
くちずさむ,クチズサム
くちぞえ,クチゾエ
くちだっしゃのしごとべた,クチダッシャノシゴトベタ
くちにあう,クチニアウ
くちにのりする,クチニノリスル
くちはわざわいのもと,クチハワザワイノモト
くちパク,クチパク
くちびるをうばう,クチビルヲウバウ
くちびるをとがらせる,クチビルヲトガラセル
くちぶえをふく,クチブエヲフク
くちぶり,クチブリ
くちべにをつける,クチベニヲツケル
くちほどにもない,クチホドニモナイ
くちゆず,クチユズ
くちをきく,クチヲキク
くちをきわめる,クチヲキワメル
くちをすっぱくしていう,クチヲスッパクシテイウ
くちをそろえて,クチヲソロエテ
くちをたたく,クチヲタタク
くちをついてでる,クチヲツイテデル
くちをつく,クチヲツク
くちをつぐむ,クチヲツグム
くちをつつしむ,クチヲツツシム
くちをとがらせる,クチヲトガラセル
くっきょうな,クッキョウナ
くっさくこうじ,クッサクコウジ
くっしの,クッシノ
クッションことば,クッションコトバ
クッションジャンプ,クッションジャンプ
クッションすな,クッションスナ
クッソワロタ,クッソワロタ
くったくがない,クッタクガナイ
くったくのない,クッタクノナイ
くっつき,クッツキ
くっつきてんぱい,クッツキテンパイ
くっつきむし,クッツキムシ
くっつく,クッツク
くっつける,クッツケル
くってかかる,クッテカカル
くつじょくかん,クツジョクカン
くつじょくてき,クツジョクテキ
くつずれ,クツズレ
くつばくだん,クツバクダン
くつわをそろえる,クツワヲソロエル
くつわをならべる,クツワヲナラベル
クドい,クドイ
くどうほうしき,クドウホウシキ
くどうりょく,クドウリョク
クドカン,クドカン
くどきもんく,クドキモンク
くないちょうごよう,クナイチョウゴヨウ
くないちょうごようたし,クナイチョウゴヨウタシ
くにとり,クニトリ
くにをあげて,クニヲアゲテ
くぬやろう,クヌヤロウ
くねんめ,クネンメ
くのだん,クノダン
くはいをきっする,クハイヲキッスル
クバルク,クバルク
くぱぁ,クパァ
くびイボ,クビイボ
くびすをかえす,クビスヲカエス
くびったけ,クビッタケ
くびつり,クビツリ
くびつりじさつ,クビツリジサツ
くびねこぜ,クビネコゼ
くびをあらう,クビヲアラウ
くびをかしげる,クビヲカシゲル
くびをすくめる,クビヲスクメル
くびをたてにふる,クビヲタテニフル
くびをつっこむ,クビヲツッコム
くびをながくしてまつ,クビヲナガクシテマツ
くびをはねる,クビヲハネル
くびをひねる,クビヲヒネル
くびをふる,クビヲフル
くびをよこにふる,クビヲヨコニフル
くふうをこらす,クフウヲコラス
くぶざき,クブザキ
くべつがつかない,クベツガツカナイ
くまあなにこもる,クマアナニコモル
くまざん,クマザン
くまなく,クマナク
くまのサン,クマノサン
くまのて,クマノテ
くまのぶし,クマノブシ
クマぼくじょう,クマボクジョウ
くまもとけんけい,クマモトケンケイ
くまモン,クマモン
くまモンぼきん,クマモンボキン
くみおき,クミオキ
くみたて,クミタテ
くみたてず,クミタテズ
くみハギ,クミハギ
くみんかいかん,クミンカイカン
くみんじゅうたく,クミンジュウタク
くめい,クメイ
くもった,クモッタ
くもまくか,クモマクカ
くもまっか,クモマッカ
くもりぞら,クモリゾラ
くもりのない,クモリノナイ
くもをつかむ,クモヲツカム
くもをつかむような,クモヲツカムヨウナ
くやしさ,クヤシサ
くやまれる,クヤマレル
くやみごと,クヤミゴト
くやんでもくやみきれない,クヤンデモクヤミキレナイ
クラウチング,クラウチング
クラウチングスタイル,クラウチングスタイル
クラウニング,クラウニング
くらがえ,クラガエ
くらがえしゅつば,クラガエシュツバ
くらしがたつ,クラシガタツ
くらす,クラス
クラスせいど,クラスセイド
くらすぞ,クラスゾ
クラスタ,クラスタ
クラスたんにんせい,クラスタンニンセイ
クラッシャブルボディ,クラッシャブルボディ
